Unnamed: 0,text
30440,"@SpotifyCares Hi, I log Spotify last week. I log back next day playlist gone. Can help? Thanks!"
36056,"@122521 Hi Alex, British Airways accept travel valid UK EU passport valid ID card. ^Jamie"
42651,@SW_Help Thanks. Would useful info Vauxhall rather interminably 'delayed'
36803,"@126376 Hi, Steve, something I assist today? *TRR"
48224,Fuck Wells Fargo
29226,@AmazonHelp nice see parcel turn 2 non attempt delivery giant hole box. #caredforbox
5633,@117485 We still able get clearly. Could share alternative number?^IZ
5987,@sprintcare Well come people who’s ship already?
48063,@129590 Oh no! Did miss delivery date give confirmation email order placed? ^BA
1812,@116311 Hello Sarah! I'm sorry this! Did manage get online end? TY - Eilish
27578,"Dear @AppleSupport I iPhone 7 &amp; iTunes, genuine. So I always get message I sync? Hope help. Thanks."
16823,@Safaricom_Care I've receive message mpesa code expired. I earlier receive message reverse 2wk old transaction
3928,@115911 look download speed. Been like past 30 min!
37286,Bonjour @124257 . De 5Go par jour à 450 Mo ? C'est le régime ?
25045,"@122995 Hi, manually check internet setting .^TK"
15727,"@SpotifyCares My company want cooprate spotify, contact business thing? pls hurry"
29600,@Morrisons verbally abuse customer EdGyle store staff can't anything it!im shaking
10430,@VirginAtlantic Hi wonder I’m unable check online flight tomorrow LAS-LGW?
25768,@British_Airways It good tell U!! You keep make decision make flight bad prior;U British “pretend care”values;awful
29103,@124132 Thanks make You aware! Please DM You assist! ^GS
36537,"@126298 @DunkinDonuts Every time log window phone get past captcha get stick ""well enjoy stay "" message . Plz fix"
39328,"@VirginAtlantic Thanks, book advance?"
35539,"@126010 Hello, apology delay. I've respond DM. Thanks! ^RW"
28075,"It much fun come home day work, enter room &amp; simply say ""Alexa, play trance music"". @115821 @116935"
17840,"@115858 ok sure happen I need assistance charge iPhone X (purchased yesterdayConfusion wirelessly reach screen, I could probably fry egg"
27802,Over moon Festive Bake get release next week mind @GreggsOfficial
7682,@118132 Feel free check full ingredient list. -James
24279,Morning @Tesco sell 10p bags?! Another money make scheme....?
33070,@marksandspencer hi I place clothing order 2 b deliver 2 store (TuesdayConfusion &amp; I haven’t heard anything I want pick evening
35557,@126015 @AskeBay In good way dedicated customer support team can? Wow!!
37189,"@126501 Hello, want follow up. Is anything help? Please let You know need help. ^il"
47149,@129310 Hi sorry read that. Have call You initiate investigation? ^Rachel
46915,"@129067 Will please follow DM additional detail specific Delta confirmation, *HAN"
9801,@AmazonHelp
38800,"""Second delivery attempt made"" I've apartment day joke. I even call yesterday guarantee delivery @115817"
24669,"@122903 We help.Elaborate concern address it.Please delete mobile number post.Rgds,Pradnya"
44233,@VirginTrains Ur really help solve problem.
31919,@124930 Thank make Delta airline choice. *ALS
7134,@117634 I love new Kindle Oasis! Please tell immersion reading add future update?!
33704,@ChipotleTweets first time get steak definitely last time 😓 like two chewable piece
29660,@115850 @AmazonHelp Very disappointed delivery service. I order #Amazon future.
17893,@AppleSupport Is iPhone X I friend able leave Work group conversation use iPhone everyone group chat Iphone.
22018,@ArgosHelpers Still get even I sign account 😭
13538,@Ask_Spectrum I internet. Manually reboot box. Your app give red x’s ALL equipment say can’t find it??
43118,"I run bad customer service day, CitiBank maybe bad I ever encounter life."
36420,@116057 Your driver bring wrong order. The email file incorrect I’m unable update. How I get issue resolved?
9405,@118701 Please reply email receive team. We check connect accordingly. ^RW
13413,@119900 Our pleasure. Please let You know assistance. ^BAB
6720,@AppleSupport hey keyboard work update phone late IOS
15601,"@120457 Hi there, we're help. Please send You message work get sorted."
44743,"@AskPlayStation I can't log onto playstation account PS Vita!!! I also can't reset password, I account!"
31138,@comcastcares You fix somehow I Trick Treating. I guess dress guy get TV work make happen. Thanks
2729,Hey @116584 stinker route make sense? Dasher literally drive right house.
38242,"@117230 @115722 still agreement NESNgo app? You disgrace...I’ll say customers...listen/watch close...👀👀...FUCK YOU BOTH. You interest customer service, worry bottom lines. #Verizon #nesn #bruins #redsox"
29625,@AskAmex can't I use blue bird card name payment fund raiser?I need brother law die
47894,@129542 Hi Alex. The XBox promo end October 4th.
42090,"@127881 Hi Stacey, train run Dorking, arrange replacement transport supplement train services. ^BK"
36399,@JetBlue @DunkinDonuts 😦 oh. my. god. High altitudes? Free Dunkin’? Heaven?
6244,"@Uber_Support I wait 20 minute ride - driver around corner whole time! No $5.00 fee, please."
5545,@117467 The flight delay SJC due air traffic control restrictions. It due arrive EWR around 8:15 pm -Sean
4064,"@116996 I can't believe that, either. I'm sorry. Please tell You help: -Becky"
12851,"@119739 Hello, I'm sorry see feel way I'd happy help! Can please DM detail? ~AT"
21802,@122150 @VirginTrains O
41163,@Delta Sent DM.
6232,@117661 Here help! Send You note team connect.
3862,Just first @115821 Prime Now delivery. 2 hour flat 👏👏
35094,@125591 You're welcome. Happy_face_or_smiley ^NK
40195,@ATVIAssist The chrome phone
39250,@VerizonSupport I'm good. It's I witness friend phone 2 hr try credit owe too. He finally.
6217,@AppleSupport Does person send also iPhone see this?I see phone.
36775,"@SpotifyCares It fairly clear work, I listen jam bands. So P Groove, Jerry Garcia Flaming Lips week odd."
42976,@sprintcare Yeah everywhere
48467,@AskeBay I've DM
14831,@120264 I'd like take close look it. Please fill form: I'll revert shortly. 1/2 ^AB
30092,"@124409 Awh, Ashley 😍 Keep faith. One day it'll turn."
8893,@AppleSupport I️ keep show symbols?
6020,@VerizonSupport No I not.
46088,"@AirAsiaSupport hi book flight sister, mistakenly put male, problem later? Id : UISEKF"
15242,@120369 We call advised. ^WN
45307,@128789 Hi Alex! Did test controller different console? Are able try different cable?
26550,@AmericanAir effectively make 36 hour trip moot. Missing connect flight. Likely miss next flight that. Booooooooo.
6034,@117599 Hi there! The preload expect available November 2nd. More info here:
7905,@TwitterSupport I’ve gotten lock personal account I want get back I need help
32225,"My @CoxHelp bill go up, internet speed go down. Same ever"
6017,"@116211 Hi Steve, want confirm previous service issue resolved. Please update You early convenience, enjoy! ^EHF"
21879,"@122171 Hey there, apology delay, please shoot You DM help out! ^MH"
2791,@Uber_Support Are go email
42605,@128032 We send Direct Message via Twitter instructions.
5823,"@SpotifyCares My web player stick commercial. 'Play' option. Tried clearing cookies, etc. nothing helped. #ijustwantmusic"
15387,@120328 We're help! Send You DM email address connect.
29561,@124252 That's alright. Please send You private message. ^Roopa
39475,"@XboxSupport account xb1 &amp; win10 different, sign xbox acc download game get code"
292,@AskAmex Sure. Please drop message now.
16957,@AmazonHelp I hope You r sorries apology understand n word keep customer waiting? Now pls deliver order.
30860,"@124627 Hi Laura, I've speak Store &amp; available Halloween - Madeeha"
14073,"@120078 Awesome Megan! Please send telephone number address, we'll take care you. Awaiting reply! Thank you.^AmberC"
21856,@122163 Hi. Let's sort out. What troubleshoot step far? Let You know far assist you.
22079,"@AmazonHelp Mache mir nur Gedanken da e Freitag nicht kommt , Mit welchen Dienst versendet ihr e ? Wenn ich fragen darf!?"
17023,"@AskLyft hello I apply work Lyft. I question regard insurance. My mother primary name I ""assigned driver"" would ok I primary person insurance?"
8739,@AlaskaAir I please get response? I don’t think I’ve ever wait close 8 hour I get response past.
15825,@Safaricom_Care sacho area specific. appreciate much.
2741,"@116591 Ah, I see. Well, would need wait interruption test connection. -KB"
18048,@VirginTrains Hi ^BT
49936,"When try call @CoxHelp, spend forever hold (never get anyoneConfusion; get email they're raise rate AGAIN"
17372,@115879 ride pickup 4 min last 15 die battery. Wtf?
22021,"@122209 choice, long health safety risk pose so. I hope help - Sarah."
46364,@129083 We see team rebooked next available flight tomorrow morning. Our sincere apology delay.
23537,"@AmazonHelp Hello, Yes. I submit via method."
45499,"@128848 I'm sorry inconvenience frustration. For immediate help, please call 1-800-869-3557 speak banker. ..."
40185,"@127343 The server 12 central time soldier, anything else let You know ^JR"
9613,"@ChipotleTweets You need sign then. Like one lemon behind counter. Why ""food safe"" fork spoon knives?"
43281,@128239 Searches default relevant 1st base buyer feedback. Saving search always use filter You specify. ^LJ
37891,"@126710 For console version, code store Your Games Software Library. Here info: ^AC"
26178,um panera plastic bread bowl 🤔 @116253
45892,I excite eat queso @ChipotleTweets I get bag stale chips😖😖
20933,"@121902 I understand upset. Please let You know go wrong, we'd like assist you. ^EM"
40971,@127574 Please send You track id via link above. We access order via Twitter. ^MH
22224,"@122257 Thank you, DM Nectar card number via link I get refund add make sure feed back. Robbie"
24381,@122823 We ball we're glad team full spirits!
34855,@Tesco Could I send pm info ?
48577,@Postmates_Help I think delivery exclusive order . Didn’t know make multiple stop
38536,"@AdobeCare Hey Boo, I'm run Mac Sierra, 10.12.6, 3ghz 8 core xeon, 32gb ram, AMD FirePro 6GB vid, 64bit. Importing minimal 7200rpm drives."
31755,@AppleSupport Exhibit A
7753,@118162 Are refer wireless issue residential? ^JAY
46638,@ATT @118062 @127550 TAYLEGEND
43834,@hulu_support Is way move date payment due? I'd like adjust go along rest monthly bills.
26235,@AmazonHelp Sí alegan que ellos nunca le llegó! Más decepcionante aún q intenten responsabilizar otros.
44229,@VirginTrains So You willing do...?
49596,@21723 We're happy look today. Wi-Fi password sharing built-in function iOS 11. Does persist restart device?
18552,"@121215 ..packaging. Each time review product, also review packaging. The challenge face reduce packaging without...2/3"
43136,"@128194 Sorry trouble, Carol. Please know screenshot show number pt Customer earn travel complete. ^JB"
36672,@AmazonHelp That I want replace work item versus defective item sadly send begin with.
43649,🗣HELP USSSSS @115858
3940,"@116952 aaahhh, I see now. I'm sorry hear baggage issue. I'm guessing find tag late flight? -Tara"
31496,"@116827 My home mortgage handle Wells, make payment online? The letter I receive didnt contain acount info"
26593,@123428 ...be taken. Sorry inconvenience. Take care. Shaun 2/2
23921,"@122710 Sorry Steve! Please send barcode number, store name, (1Confusion"
26402,"@123378 Let's team this. Send You DM information, we'll continue there."
45942,"@128966 We're sorry hear poor Customer Service, Ashley. DM You confirmation number we'll talk over. ^SO"
48525,"@129733 Hi, sorry see this, station this? train wait for? ^AW"
18315,@AirAsiaSupport
36893,"@126397 The line debit Caller Tune registration song download, well subscribe VAS messages. TT"
26695,"All ghoul ghost come scare #Halloween. But let’s face it, nothing beat fears. Which bad fear?"
42127,@127890 Oh No! please click link DM detail I look - Sonia
14170,@120104 I see uptime 9 hr 59 minutes. I see 7 downstream channel range 1 nearly spec well. I see report upstream SNR. Are able login let know see upstream SNR? ^JR
3732,@115888 new iOS make app way less usable. Would fancy walk around boom box update.
7881,@AlaskaAir Yeah I add bonus 3K later?
6016,@116211 Thanks! ^HSB
23029,"track @115830 driver go around circle today, able find Royal mail office 50 bright red van car park. get ""failed deliver"" message."
35473,@VirginTrains (superConfusionvoyager service get beam. Got gear watch film long journey home find I can't
49685,"@130076 We're glad see team take great care you, Barrett. Have great flight."
4817,@117243 @117244 @117241 @117245 @marksandspencer @117246 @117247 @Tesco @sainsburys @117248 @AldiUK @117249 @Morrisons @117250 @117251 @117252 So @117243 mince pie ready go tasting!! #mincepiewars
41693,@SpotifyCares Taking Dawn band. I can't access band's Spotify page. Can please help me? THANK YOU! Feel free DM
12007,"@CoxHelp The internet go yet , I wait call back manager still receive call"
41327,"@127681 It take 28 day full response issued, team aim reply two week ^CB"
9506,@118731 Please could provide You detail colleague previously request for? This help investigations. - Terri 2/2
44798,@128648 Kindly note data bundle usage base volume data uploaded/downloaded. See manage data use 1/2
34062,@AskCiti mobile app ask update I already late version. Can't get 🙄
27474,@AppleSupport help yo literally reply everyone else except 👋🏼
31143,@124717 I would like look billing issue. Please send DM account details. Thanks. -NC
21235,@120474 @121890 Option 1 2 tickets...how I exceed?
1390,@SouthwestAir I’ve never airplane. #bucketlist
38249,@126792 Did rent movie purchase it? ^FEM
37624,@126629 Try reinstall game get content appear. You follow step ^RM
42028,"@127863 Hi, thanks reach out! I've respond DM. Please take look get chance. Happy_face_or_smiley Thanks! ^IVS ^IVS"
20834,@AmazonHelp 分かりました。質問に答えて頂き、ありがとうございました。
14757,@idea_cares Keep sorry .
26396,@123375 Let's get resolved. Are still experience issue? Reply DM get started.
6808,@AmericanAir Seats tray table armrest absolutely small width. Why would I pay extra that?!
9225,@TacoBellTeam I ask tomato anything leave on.
48394,"Man, I truly get new @115940 UX Roku. It seem specifically design get way."
5395,"@117423 That's good hear, Louisa. Hope good flight. ^Lindy"
6943,@Ask_Spectrum I call reduce overall cost package I greet “We offer max speed area”? WTF!
23870,"@122693 Sorry, we've see it. We'll get back Ashley 😊"
32492,@AmericanAir Another great AA experience
36345,"@126240 Hello Christopher, kind problem atm? ^JR"
10755,"@119130 Hey King, issue redemption site - hang code, thing clear soon! ^NM"
12301,"@119597 Thank time, Alexa!"
48386,@hulu_support You guy lie 1 month free emails?
42745,"@ArbysCares On west side Indianapolis 38th street I-465, store 6826"
29089,"@nationalrailenq The website allow You make booking moment, fixed? Thank you!"
44712,@HPSupport Hp Officejet Pro 6830
14343,@idea_cares The Idea No. 9826172089 use Idea Dongle Internet purpose only. Contact 9926313254.
38172,"@British_Airways The gesture meet expenses, time utilise phone calls, distress frank misinformation lie service! Point transparency reputable company @British_Airways #britishairways meet that. Trying rip customer too! @118373"
5071,@117313 I'm sorry hear frustration. Please send DM PayPal email address screenshot charge. ^IN
24121,"@sainsburys Cheers, Steven. It's Angel, Islington. Can also check there's anything Autechre"
48809,@129807 @Uber_Support @116276 here's another faithful uber user get screw glitch send You email despite tell could passes.
17820,@AirAsiaSupport full refund return flight? LGK-KUL?
1122,"@AmazonHelp So essentially still two separate accounts, share payment info? I want family see Christmas shopping list 😂"
11264,@CoxHelp @116021 cable go World Series seem less stellar performance mark (85259Confusion maybe wanna fix that.
30579,"@124552 Hey! No news Queen Sugar yet, we'll share interest. Stay tune to: updates."
45464,@128835 Hey Raif. You get one free taco. Find here:
48216,@129649 I'm help like shoot DM! Just let know need me. 😊 *JohnAnderson
43044,@British_Airways Great service always. Issue entertainment system really well handle cabin service manager.
15656,@115821 Product deliver But show delivered Please resolve problem soon possible. Kaushal Mob. +919310777288
1900,"It’s day since @115858 make update phone’s operate system. Now constantly glitching, hmm 🤔 I’m shocked!"
147,@ATVIAssist For double xp^
29642,@115850
3211,@115765 fix Pointe Du Hoc please
43850,"@128403 You need check journey closer scheduled departure time, here: Rach"
2354,"@Delta Frown_sad_andry_or_pouting Spent money ticket, online system say I could get full refund. I not. Your costumer service rep want beg another department credit refuse help me. #MoneyStolen #SomuchForChristmas"
31520,@AskTarget I cart checkout take away. Then restock 10 min later. Unacceptable
42583,Worst thing adult thing speak customer service like @O2 @252 absolutely shocking!
43337,"@128249 Hi Kevin, really sorry busy. The conductor monitor amont passenger board train step 1/2"
45284,@128784 We've get ticket £23 (one wayConfusion via Our Best Fare Finder ^MM
46956,@129253 Our apology flight didn’t WiFi. We're work expand WiFi-enabled fleet. ^SJ
48790,@129800 We're help! Send You DM email address detail follow up.
36585,@NikeSupport Here You go. Thanks quick response.
10465,@GloCare I send proposal ur sponsorship dept n 2months n I receive reply.I even send numerous follow mail
7821,@118184 なお、マーケットプレイスの出品者が発送する商品の場合には、出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。 TN
7205,@117969 Here help! Find Uber Car Seat work
6413,I AM TRYING NOT TO HIT YALL WITH ANY SPOILERS BUT I RELATE TO STEVE IN A LOT OF WAYS AND HONESTLY WHAT THE FR*CK.
34046,@ArgosHelpers couldn’t give enough praise Abbey Cramlington store. Had difficult order go beyond help.
12728,@AmazonHelp Many mail done...need clarification I asked...why 500 deposit compensation..why action seller &amp; brand
6925,@115714 I preordered Friday didn’t get deal 😡
27995,@123809 Kindly forward number clarification. SO
37612,"@AskAmex I eventually ask speak supervisor base conflict info I give (and poor cmr serviceConfusion I tell one else I could speak with, I could write letter. All I want call back 1st supervisor, answer question. /x"
39483,@127146 Here might able help 2/2 ^TJ
3016,"@116668 Kuwait Airlines, site accept World Tracer. It would best reach them. 2/2 ^Kimbers"
1640,@116245 £180 Ring doorbell constantly down. Seems every Ring doorbell camera earth down. Refund required.
8883,@AppleSupport way opt iMessage FaceTime initial setup iPhone?
37601,@126622 There 16:53 currently run 10 minute delay
12969,"@119773 Please suggest alternate number &amp; convenient date/time reach unable reach you. Rgds, Richard"
23463,@ChaseSupport And I AM A DISABLED VETERAN WHO IS EXEMPT FROM RE TAXES AND THE PEOPLE IN THE OFFICE WHERE JEALOUS SO THEY ABATED ME SOMEONE ELSE TOOK EXEMT
15757,@120491 Please let You know anything help today! Happy_face_or_smiley *AliciaBanks
44076,"@YahooCare I send DM, please let know need anything further. Thanks!"
4086,"This #UKSausageWeek, it’s remind ask @sainsburys - Taste Diff chipolata w. cranberry year?🙏"
508,@Delta #Again #nothing #bs #no #answers
6354,@117695 We can't wait!
29644,@AmazonHelp My order move non-delivery city-haryana correct delivery city-delhi.
20815,@121882 Hi Mark - Brighton part pre-sale. Thanks
6234,@117662 Here help! Follow here; team connect right away.
31989,"@124957 Cheers, joy #fAAmily!"
12995,@119776 Who’s favorite hero? #Batman #WonderWoman #TheFlash #Aquaman #Cyborg #JoinTheLeague
42501,"@ChipotleTweets When location Navy Yard, DC open!? We can't wait lunch tacos here!"
38920,@126993 @115858 Even tweet error 🙄. Fix
262,@115800 notify changes-Yana
7891,@118205 Do time chat securely website I look account? ^B
10527,"@Uber_Support way see original “trip request” was? Not map actual ride receipt, Original Request?"
18600,"@121228 We'll wait screenshot, Darren. Keep You posted."
24114,"@122757 We option place travel tomorrow instead, yes Hannah ^MW"
33498,"@125403 I'm sorry order. Did ask wait long it? If need update, call: ^MG"
13471,@119912 So sorry trouble! Please send You DM email address detail connect.
31725,@124867 Let's take close look via DM. What country locate in?
23690,Did see come sainsburys #sainsburys
10557,@Tesco whole chicken Tesco family meal. I safely say none You ever eat chicken again. Riddled 2 inch worm 🤢🤢🤢
6556,"@AdobeCare Hello, 2160 x 1440 max support resolution Surface Pro, I try low resolution issue always too."
45577,@BofA_Help Hello. I need help. I need contact via phone. I send DM.
41503,@127725 Happy hear station staff @ Bank super helpful evening! Enjoy rest Monday. ^Craig.
27872,@123779 Hi Umesh! We call shortly help concern. - Amit
10810,Wells Fargo fuck dirty omg
38214,Have FIOS problem? @VerizonSupport Twitter get fixed. Thanks guys.
11730,@NortonSupport よろしくお願いします。
27438,"@123665 Bonjour, je suis navrée pour cela. Pour vérifier cela, veuillez remplir le formulaire suivant : ^SB"
21779,@122146 Trains run remainder day station none new IET's - Josh
34079,"@117157 IOS app keep tell I “need upgrade”, I have. It won’t let login account now. What’s up?!"
22915,@Safaricom_Care @119433 Am smack nxt 2 highway. Would appreciate clear feasible is.Im loyal Corporate customer n use FTTH Before
8085,@118262 I'm sorry trouble. Care share detail I here?-Jen
43467,@128285 (please release personal identifiable informationConfusion?^In
14709,@DellCares I send service tag DM's. Do old intel driver I roll back?
15466,"'The shop open front set' err fixed formation train, @VirginTrains I'm back set..."
37172,@GWRHelp So ticket collector board? 🤔
28748,@124011 Hey! We're launch new country often possible. Be sure add email /RH
3104,"STATUS UPDATE: Global Dedicated Server support remain active. Continuing Gamebattles test update tonight. HQ test progress around world, may find fully populate HQ. If not, still invite friend HQ. More intel come."
708,@AskeBay Need contact customer service directly. Please DM contact email customer service
38385,Thank @delta @126832 #deltaamexperks. Though I think it’s dangerous. #fallinseattle #freecoffee
23444,@Morrisons replace different version?
26510,"@123410 I'm sorry, take step resolve quickly can. Bags available store first thing tomorrow. - Justine"
8466,"@British_Airways blind? You say I get refund it, I lifetime show people crap @British_Airways thats problem"
6230,@117660 We take look! Send You note via team get touch.
46358,@British_Airways Soooo ... right #united now. Wow mighty fallen. No worries. Plenty airlines. Thanks.
39357,@idea_cares The top fraud company loot customer name internet time come people's throughout you. No one take risk
16386,"@120657 @120658 Apologies delay, train run 7 minute late present reason attribute yet. Phil."
34165,Apple gotta fix keyboard Everytime I text “it” It correct “I.T “ “I “ lil question mark box
4168,"@117027 Hi Kellen, please DM You full name street address I check area. -Mary"
5803,@117523 Certainly understand apology issues. I surely share Management Team. *HRO
12753,"@115850 : type product selling, could died.product use blast Order - 407-2808023-6902735"
2189,@116410 Thank reach out. I forward feedback you.--JV
12187,@119563 Just leave New Donk City. I can’t stop!
31727,@124868 We'd like help out. DM You type device use we'll get started.
19245,It's coming. Can't wait @115833. 😍
37866,@126704 I'm sorry poor delivery experience! Have try step list here: Let You know! ^TG
43514,"@116548 Hi Kam, sorry that! Please DM barcode, batch number store buy from, along address"
8718,"@118469 As check ref C1-101229744141 progress &amp; expected date 03/11/2017 Rgds,"
28824,@Ask_Spectrum Screw Spectrum lackey! I hate Spectrum even I hat Time Warner. Your policy anti consumer!!!
24468,@VerizonSupport We can't contact office directly ask good online computer system?
48252,"Very disappointed @118541 Rosemont O'Hare, move reservation less week huge convention, disrespectful"
7201,@AppleSupport I October challenge ring competition? 😡😡
9282,Why I go @118625 last night get cinnamon twist damn near cinnamon 🤦🏾‍♀️🤦🏾‍♀️
26820,"@AmazonHelp Non , je ne l'ai pa signalé"
27373,@NikeSupport tengo activados los comentarios para el #Ritmo X #Km #Distancia pero durante la carrera los da..🤷🏽‍♀️
